,id_x,player_fifa_api_id_x,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id_y,player_name,player_fifa_api_id_y,height,weight,age
91143,91144,152791,21445,2012-02-22 00:00:00,71.0,71.0,right,medium,medium,70.0,68.0,48.0,80.0,64.0,72.0,64.0,75.0,84.0,73.0,62.0,67.0,60.0,62.0,68.0,87.0,71.0,76.0,75.0,82.0,71.0,64.0,56.0,67.0,79.0,62.0,68.0,65.0,14.0,15.0,5.0,13.0,7.0,5481,Juca,152791,177,161,33
91149,91150,210892,316695,2014-01-31 00:00:00,54.0,62.0,right,medium,medium,50.0,47.0,40.0,60.0,46.0,61.0,42.0,35.0,48.0,60.0,70.0,73.0,70.0,50.0,71.0,51.0,47.0,70.0,46.0,52.0,33.0,39.0,45.0,55.0,56.0,28.0,47.0,23.0,10.0,8.0,10.0,12.0,14.0,5482,Jude Winchester,210892,177,152,21
91157,91158,137461,25796,2016-05-12 00:00:00,69.0,69.0,right,medium,low,67.0,66.0,57.0,73.0,62.0,69.0,74.0,75.0,71.0,75.0,65.0,64.0,67.0,68.0,65.0,72.0,53.0,73.0,75.0,67.0,59.0,46.0,67.0,74.0,69.0,34.0,47.0,27.0,14.0,11.0,12.0,7.0,14.0,5483,Juergen Gjasula,137461,185,192,31
91181,91182,103933,42944,2014-04-04 00:00:00,65.0,65.0,left,medium,high,57.0,37.0,58.0,64.0,55.0,62.0,60.0,63.0,65.0,66.0,69.0,74.0,64.0,68.0,72.0,60.0,70.0,75.0,74.0,56.0,69.0,66.0,53.0,55.0,54.0,65.0,60.0,66.0,12.0,7.0,6.0,6.0,12.0,5484,Juergen Saeumel,103933,180,170,30
91199,91200,163500,38289,2015-04-24 00:00:00,60.0,60.0,right,medium,medium,25.0,25.0,25.0,37.0,25.0,25.0,25.0,25.0,31.0,25.0,25.0,25.0,25.0,56.0,25.0,39.0,38.0,25.0,71.0,25.0,25.0,25.0,25.0,25.0,34.0,25.0,25.0,25.0,60.0,54.0,61.0,68.0,58.0,5485,Jugoslav Lazic,163500,198,190,36
91218,91219,190641,73359,2011-02-22 00:00:00,64.0,72.0,right,le,ean,53.0,62.0,46.0,52.0,57.0,71.0,73.0,62.0,26.0,65.0,80.0,73.0,78.0,66.0,58.0,67.0,61.0,66.0,61.0,59.0,58.0,21.0,55.0,67.0,43.0,11.0,24.0,12.0,8.0,9.0,9.0,13.0,7.0,5486,Juha Hakola,190641,175,139,24
91224,91225,206004,157788,2016-06-23 00:00:00,66.0,67.0,right,medium,medium,41.0,17.0,72.0,58.0,28.0,42.0,25.0,23.0,54.0,60.0,52.0,53.0,55.0,64.0,47.0,39.0,60.0,61.0,81.0,27.0,56.0,66.0,46.0,37.0,41.0,73.0,68.0,53.0,12.0,8.0,11.0,8.0,7.0,5487,Juhani Ojala,206004,190,187,27
91241,91242,150898,41282,2014-02-07 00:00:00,61.0,61.0,right,medium,medium,50.0,63.0,66.0,53.0,52.0,51.0,34.0,42.0,42.0,52.0,60.0,62.0,56.0,60.0,48.0,62.0,69.0,52.0,75.0,50.0,43.0,21.0,70.0,48.0,59.0,25.0,22.0,20.0,11.0,5.0,9.0,11.0,11.0,5488,Juho Maekelae,150898,190,181,31
91251,91252,194163,66633,2016-03-10 00:00:00,65.0,66.0,left,medium,medium,59.0,24.0,64.0,66.0,28.0,56.0,56.0,32.0,56.0,58.0,65.0,67.0,68.0,61.0,66.0,58.0,90.0,70.0,71.0,36.0,74.0,65.0,55.0,44.0,48.0,67.0,68.0,65.0,8.0,9.0,9.0,11.0,14.0,5489,Jukka Raitala,194163,180,168,28
91272,91273,229196,488087,2016-03-10 00:00:00,55.0,59.0,right,medium,low,24.0,18.0,52.0,31.0,29.0,26.0,27.0,31.0,28.0,31.0,64.0,51.0,37.0,46.0,62.0,41.0,70.0,60.0,59.0,25.0,42.0,50.0,21.0,29.0,25.0,59.0,69.0,60.0,8.0,13.0,13.0,9.0,8.0,5490,Julen Etxabeguren,229196,187,183,25
91276,91277,200255,115723,2015-01-09 00:00:00,65.0,68.0,right,medium,low,67.0,43.0,43.0,61.0,60.0,74.0,73.0,52.0,50.0,64.0,77.0,72.0,78.0,67.0,62.0,64.0,69.0,63.0,60.0,51.0,54.0,20.0,55.0,57.0,59.0,25.0,22.0,25.0,12.0,13.0,6.0,11.0,15.0,5491,Jules Reimerink,200255,185,174,26
91285,91286,183965,103485,2015-11-06 00:00:00,61.0,62.0,right,medium,medium,12.0,11.0,16.0,29.0,18.0,10.0,10.0,13.0,28.0,22.0,52.0,53.0,42.0,55.0,37.0,20.0,66.0,33.0,70.0,10.0,11.0,16.0,13.0,15.0,15.0,10.0,10.0,12.0,59.0,65.0,61.0,64.0,60.0,5492,Jules Stephane Goda,183965,190,194,26
91300,91301,189606,59595,2016-03-10 00:00:00,77.0,77.0,right,medium,high,63.0,39.0,69.0,77.0,50.0,64.0,47.0,49.0,71.0,74.0,69.0,72.0,66.0,76.0,66.0,73.0,78.0,92.0,79.0,39.0,83.0,80.0,60.0,64.0,59.0,76.0,80.0,74.0,9.0,13.0,10.0,9.0,14.0,5493,Julian Baumgartlinger,189606,182,181,28
91330,91331,212194,516846,2016-05-05 00:00:00,76.0,88.0,right,medium,medium,72.0,70.0,42.0,79.0,64.0,82.0,63.0,52.0,61.0,79.0,78.0,79.0,79.0,76.0,73.0,76.0,63.0,64.0,61.0,70.0,42.0,29.0,76.0,72.0,54.0,25.0,20.0,24.0,11.0,16.0,11.0,8.0,9.0,5494,Julian Brandt,212194,182,181,20
91349,91350,23312,33758,2016-04-07 00:00:00,64.0,64.0,right,medium,medium,54.0,46.0,59.0,66.0,51.0,62.0,63.0,62.0,67.0,65.0,66.0,59.0,68.0,66.0,74.0,70.0,55.0,58.0,58.0,59.0,82.0,64.0,52.0,59.0,64.0,61.0,63.0,59.0,15.0,9.0,7.0,9.0,15.0,5495,Julian de Guzman,23312,170,150,35
91363,91364,202166,243164,2016-03-17 00:00:00,82.0,85.0,right,medium,low,78.0,77.0,65.0,85.0,80.0,87.0,78.0,72.0,75.0,85.0,78.0,77.0,83.0,83.0,75.0,84.0,76.0,69.0,67.0,85.0,48.0,36.0,79.0,81.0,63.0,25.0,35.0,26.0,11.0,13.0,5.0,13.0,8.0,5496,Julian Draxler,202166,187,165,23
91393,91394,203379,263661,2013-02-15 00:00:00,58.0,73.0,left,medium,medium,30.0,18.0,63.0,42.0,27.0,28.0,22.0,25.0,35.0,48.0,48.0,54.0,37.0,54.0,39.0,58.0,58.0,53.0,78.0,41.0,66.0,45.0,26.0,30.0,40.0,55.0,62.0,52.0,12.0,11.0,13.0,11.0,6.0,5497,Julian Dudda,203379,193,194,20
91397,91398,179609,51423,2012-08-31 00:00:00,61.0,68.0,right,medium,medium,60.0,57.0,53.0,63.0,53.0,62.0,57.0,58.0,57.0,63.0,66.0,68.0,69.0,61.0,63.0,68.0,70.0,61.0,58.0,58.0,57.0,33.0,69.0,61.0,59.0,44.0,51.0,30.0,13.0,10.0,12.0,10.0,10.0,5498,Julian Esteban,179609,175,163,26
91406,91407,212192,461356,2016-04-21 00:00:00,67.0,74.0,right,medium,medium,65.0,66.0,46.0,65.0,68.0,72.0,52.0,49.0,58.0,67.0,78.0,76.0,78.0,65.0,78.0,63.0,61.0,54.0,48.0,60.0,31.0,16.0,64.0,59.0,58.0,21.0,25.0,24.0,14.0,9.0,8.0,10.0,12.0,5499,Julian Green,212192,172,154,21
91419,91420,162332,33331,2016-01-14 00:00:00,63.0,63.0,right,medium,low,60.0,56.0,59.0,58.0,66.0,70.0,68.0,58.0,44.0,66.0,70.0,73.0,73.0,60.0,55.0,68.0,49.0,53.0,64.0,65.0,44.0,25.0,64.0,63.0,66.0,26.0,25.0,24.0,16.0,16.0,14.0,10.0,6.0,5500,Julian Jenner,162332,187,161,32
91431,91432,193313,178774,2016-04-28 00:00:00,69.0,72.0,right,medium,medium,62.0,47.0,68.0,65.0,39.0,65.0,52.0,45.0,64.0,67.0,65.0,68.0,67.0,70.0,62.0,68.0,84.0,74.0,78.0,51.0,73.0,71.0,58.0,65.0,55.0,68.0,72.0,72.0,6.0,11.0,15.0,14.0,8.0,5501,Julian Koch,193313,182,174,26
91459,91460,204307,278815,2016-01-14 00:00:00,75.0,77.0,right,high,medium,75.0,49.0,52.0,76.0,30.0,76.0,68.0,44.0,71.0,76.0,78.0,69.0,78.0,77.0,77.0,59.0,75.0,77.0,59.0,40.0,75.0,70.0,68.0,59.0,49.0,81.0,78.0,77.0,12.0,13.0,14.0,10.0,12.0,5502,Julian Korb,204307,177,152,24
91481,91482,229907,660153,2016-05-05 00:00:00,61.0,75.0,right,medium,medium,59.0,34.0,54.0,64.0,20.0,56.0,52.0,28.0,61.0,64.0,69.0,70.0,65.0,57.0,52.0,58.0,58.0,54.0,60.0,32.0,59.0,54.0,45.0,39.0,36.0,61.0,66.0,64.0,14.0,12.0,12.0,13.0,7.0,5503,Julian Lelieveld,229907,177,150,19
91488,91489,200503,213498,2015-07-03 00:00:00,63.0,71.0,right,medium,medium,64.0,48.0,32.0,56.0,47.0,72.0,64.0,54.0,54.0,71.0,71.0,69.0,75.0,51.0,73.0,38.0,66.0,53.0,32.0,54.0,34.0,25.0,61.0,58.0,56.0,27.0,34.0,25.0,6.0,13.0,11.0,12.0,11.0,5504,Julian Luque,200503,175,146,23
91502,91503,212169,364290,2016-03-31 00:00:00,69.0,72.0,left,medium,medium,73.0,51.0,48.0,74.0,66.0,67.0,74.0,73.0,76.0,72.0,53.0,54.0,72.0,66.0,71.0,67.0,51.0,69.0,55.0,72.0,61.0,67.0,59.0,70.0,68.0,52.0,57.0,54.0,13.0,9.0,14.0,14.0,12.0,5505,Julian Michel,212169,180,150,24
91512,91513,223340,569039,2015-05-01 00:00:00,64.0,64.0,left,medium,medium,65.0,57.0,65.0,59.0,61.0,72.0,50.0,44.0,50.0,66.0,75.0,77.0,67.0,70.0,65.0,72.0,85.0,68.0,63.0,57.0,70.0,57.0,67.0,56.0,56.0,58.0,59.0,65.0,11.0,11.0,12.0,7.0,7.0,5506,Julian Montenegro,223340,182,154,26
91518,91519,168930,75376,2016-03-10 00:00:00,69.0,69.0,left,medium,low,69.0,53.0,46.0,63.0,44.0,78.0,75.0,65.0,57.0,77.0,80.0,82.0,90.0,61.0,83.0,62.0,70.0,70.0,43.0,60.0,58.0,20.0,63.0,53.0,63.0,27.0,32.0,35.0,6.0,13.0,16.0,14.0,10.0,5507,Julian Ramos Omar,168930,175,143,28
91550,91551,190664,141161,2016-04-07 00:00:00,74.0,75.0,left,high,medium,60.0,75.0,79.0,67.0,70.0,65.0,58.0,58.0,51.0,70.0,65.0,73.0,58.0,72.0,57.0,85.0,85.0,65.0,81.0,69.0,78.0,21.0,75.0,50.0,72.0,22.0,26.0,19.0,8.0,12.0,16.0,12.0,7.0,5508,Julian Schieber,190664,185,183,27
91576,91577,177520,36771,2016-04-07 00:00:00,70.0,70.0,right,medium,medium,69.0,56.0,52.0,73.0,55.0,60.0,74.0,71.0,70.0,68.0,40.0,46.0,51.0,72.0,49.0,73.0,42.0,75.0,72.0,66.0,74.0,72.0,56.0,66.0,68.0,69.0,68.0,65.0,11.0,16.0,7.0,11.0,6.0,5509,Julian Schuster,177520,190,172,31
91608,91609,49212,22998,2016-02-04 00:00:00,76.0,76.0,right,medium,medium,13.0,13.0,11.0,24.0,12.0,14.0,15.0,12.0,23.0,20.0,42.0,43.0,48.0,75.0,57.0,24.0,74.0,33.0,43.0,12.0,21.0,17.0,8.0,54.0,22.0,12.0,12.0,15.0,80.0,72.0,71.0,74.0,82.0,5510,Julian Speroni,49212,185,192,37
91629,91630,222028,521421,2016-05-05 00:00:00,75.0,84.0,right,medium,medium,58.0,47.0,59.0,85.0,52.0,71.0,48.0,47.0,79.0,76.0,73.0,71.0,73.0,79.0,64.0,58.0,57.0,78.0,59.0,55.0,64.0,78.0,54.0,75.0,50.0,61.0,70.0,71.0,6.0,14.0,16.0,11.0,7.0,5511,Julian Weigl,222028,185,157,21
91648,91649,203542,264702,2014-09-18 00:00:00,61.0,71.0,right,medium,medium,51.0,54.0,48.0,63.0,54.0,64.0,50.0,48.0,57.0,66.0,75.0,72.0,78.0,59.0,76.0,55.0,71.0,62.0,47.0,53.0,43.0,41.0,57.0,59.0,46.0,25.0,21.0,25.0,14.0,10.0,5.0,13.0,7.0,5512,Julian Wiessmeier,203542,170,146,22
91659,91660,204637,278857,2016-05-12 00:00:00,64.0,69.0,left,medium,medium,56.0,61.0,60.0,62.0,71.0,69.0,57.0,45.0,48.0,68.0,74.0,76.0,75.0,67.0,66.0,66.0,59.0,59.0,58.0,61.0,44.0,22.0,61.0,62.0,67.0,16.0,18.0,17.0,12.0,11.0,9.0,12.0,12.0,5513,Julian-Maurice Derstroff,204637,182,165,24
91669,91670,201482,282680,2016-03-31 00:00:00,73.0,77.0,right,medium,medium,24.0,12.0,15.0,25.0,23.0,13.0,22.0,14.0,25.0,19.0,33.0,47.0,38.0,67.0,41.0,24.0,53.0,38.0,68.0,10.0,22.0,21.0,5.0,33.0,24.0,13.0,11.0,12.0,73.0,70.0,74.0,80.0,74.0,5514,Julian,201482,195,209,25
91687,91688,23641,30456,2011-02-22 00:00:00,73.0,79.0,right,y,es,74.0,60.0,68.0,72.0,56.0,70.0,65.0,59.0,74.0,72.0,76.0,77.0,66.0,70.0,73.0,74.0,68.0,75.0,73.0,65.0,77.0,72.0,37.0,70.0,63.0,74.0,74.0,73.0,5.0,15.0,13.0,5.0,15.0,5515,Juliano Belletti,23641,177,168,35
91695,91696,177874,34298,2012-02-22 00:00:00,69.0,72.0,right,medium,medium,64.0,60.0,60.0,68.0,53.0,71.0,70.0,54.0,65.0,73.0,73.0,72.0,80.0,69.0,74.0,63.0,65.0,70.0,69.0,68.0,66.0,47.0,70.0,67.0,51.0,53.0,56.0,54.0,9.0,8.0,12.0,13.0,10.0,5516,Juliano Mineiro,177874,172,161,26
91701,91702,112384,41361,2016-03-10 00:00:00,64.0,64.0,right,medium,medium,67.0,50.0,72.0,73.0,29.0,62.0,73.0,68.0,69.0,73.0,39.0,53.0,53.0,60.0,73.0,64.0,52.0,65.0,55.0,44.0,77.0,60.0,23.0,77.0,69.0,51.0,56.0,62.0,13.0,15.0,12.0,6.0,8.0,5517,Julien Cardy,112384,175,157,35
91718,91719,217287,482397,2016-02-11 00:00:00,70.0,78.0,right,medium,medium,66.0,53.0,64.0,71.0,70.0,64.0,66.0,68.0,74.0,66.0,62.0,64.0,65.0,67.0,72.0,74.0,66.0,82.0,64.0,72.0,75.0,70.0,46.0,71.0,55.0,65.0,68.0,69.0,12.0,14.0,12.0,8.0,8.0,5518,Julien De Sart,217287,187,159,22
91737,91738,41824,33990,2012-02-22 00:00:00,76.0,76.0,left,medium,medium,34.0,33.0,81.0,71.0,61.0,59.0,32.0,52.0,67.0,69.0,52.0,51.0,47.0,71.0,56.0,59.0,59.0,54.0,78.0,51.0,76.0,81.0,36.0,64.0,45.0,80.0,77.0,72.0,8.0,6.0,7.0,10.0,8.0,5519,Julien Escude,41824,182,174,33
91747,91748,156726,36394,2016-04-28 00:00:00,71.0,71.0,right,medium,medium,71.0,62.0,57.0,74.0,49.0,68.0,70.0,53.0,67.0,71.0,72.0,76.0,70.0,75.0,72.0,79.0,70.0,68.0,80.0,64.0,79.0,67.0,69.0,65.0,54.0,72.0,72.0,67.0,6.0,7.0,16.0,11.0,11.0,5520,Julien Faubert,156726,180,165,33
91770,91771,183921,40657,2016-04-07 00:00:00,68.0,68.0,right,high,medium,77.0,44.0,58.0,68.0,48.0,53.0,59.0,37.0,67.0,66.0,67.0,66.0,72.0,65.0,74.0,53.0,80.0,92.0,67.0,54.0,73.0,61.0,64.0,70.0,62.0,67.0,66.0,65.0,6.0,14.0,10.0,13.0,7.0,5521,Julien Faussurier,183921,172,154,29
91789,91790,163804,46757,2016-04-21 00:00:00,74.0,74.0,right,high,medium,73.0,74.0,65.0,76.0,70.0,72.0,73.0,71.0,75.0,78.0,61.0,61.0,75.0,75.0,63.0,75.0,60.0,75.0,70.0,75.0,58.0,59.0,75.0,79.0,72.0,46.0,55.0,55.0,12.0,16.0,10.0,15.0,8.0,5522,Julien Feret,163804,187,168,34
91818,91819,158271,37112,2015-09-25 00:00:00,72.0,72.0,right,high,high,75.0,68.0,58.0,74.0,74.0,69.0,75.0,75.0,75.0,72.0,52.0,50.0,62.0,70.0,65.0,73.0,62.0,76.0,65.0,75.0,55.0,70.0,73.0,75.0,83.0,42.0,58.0,53.0,6.0,10.0,12.0,7.0,10.0,5523,Julien Gorius,158271,182,172,30
91844,91845,182166,42693,2016-04-07 00:00:00,74.0,74.0,left,high,medium,77.0,62.0,57.0,75.0,52.0,75.0,72.0,63.0,72.0,75.0,78.0,79.0,83.0,74.0,85.0,69.0,65.0,76.0,55.0,58.0,85.0,67.0,70.0,71.0,61.0,76.0,70.0,77.0,7.0,13.0,7.0,15.0,6.0,5524,Julien Palmieri,182166,170,146,30
91863,91864,176482,26376,2014-12-05 00:00:00,67.0,67.0,right,medium,medium,63.0,70.0,64.0,66.0,69.0,65.0,64.0,50.0,56.0,68.0,65.0,64.0,61.0,70.0,90.0,70.0,50.0,34.0,35.0,67.0,42.0,37.0,70.0,61.0,62.0,23.0,24.0,23.0,8.0,12.0,5.0,11.0,13.0,5525,Julien Quercia,176482,167,143,28
91878,91879,32648,32868,2011-08-30 00:00:00,54.0,54.0,right,medium,medium,20.0,26.0,53.0,50.0,30.0,31.0,25.0,32.0,46.0,52.0,34.0,33.0,48.0,53.0,53.0,36.0,44.0,31.0,43.0,32.0,52.0,52.0,25.0,38.0,36.0,60.0,61.0,56.0,11.0,15.0,7.0,9.0,12.0,5526,Julien Rodriguez,32648,182,176,33
91886,91887,226163,602555,2016-03-31 00:00:00,64.0,70.0,right,high,medium,52.0,67.0,47.0,58.0,55.0,72.0,52.0,55.0,58.0,72.0,71.0,70.0,59.0,61.0,66.0,61.0,54.0,43.0,46.0,58.0,52.0,31.0,58.0,59.0,56.0,41.0,37.0,48.0,15.0,7.0,11.0,12.0,11.0,5527,Julien Romain,226163,180,154,20
91895,91896,116952,26351,2013-10-18 00:00:00,70.0,70.0,right,medium,medium,66.0,60.0,62.0,76.0,72.0,64.0,64.0,69.0,71.0,72.0,45.0,34.0,66.0,73.0,73.0,74.0,68.0,75.0,73.0,74.0,74.0,60.0,44.0,73.0,73.0,62.0,69.0,69.0,10.0,10.0,12.0,13.0,13.0,5528,Julien Sable,116952,180,161,33
91907,91908,176712,46345,2016-04-14 00:00:00,65.0,65.0,right,high,low,56.0,70.0,59.0,64.0,75.0,67.0,53.0,33.0,38.0,61.0,71.0,76.0,87.0,49.0,79.0,69.0,71.0,62.0,64.0,60.0,51.0,21.0,63.0,63.0,51.0,16.0,30.0,37.0,6.0,16.0,14.0,11.0,13.0,5529,Julien Toudic,176712,172,150,31
91931,91932,210420,410160,2016-04-28 00:00:00,65.0,69.0,left,medium,medium,64.0,58.0,45.0,65.0,57.0,71.0,68.0,59.0,61.0,70.0,74.0,69.0,76.0,61.0,77.0,63.0,47.0,54.0,49.0,57.0,50.0,45.0,60.0,64.0,55.0,40.0,43.0,39.0,16.0,12.0,13.0,7.0,12.0,5530,Julien Vercauteren,210420,170,146,23
91952,91953,50429,5243,2016-01-14 00:00:00,69.0,69.0,right,medium,low,81.0,61.0,53.0,71.0,48.0,69.0,75.0,78.0,73.0,71.0,64.0,66.0,72.0,59.0,68.0,71.0,56.0,34.0,60.0,74.0,56.0,39.0,64.0,73.0,82.0,22.0,41.0,25.0,10.0,10.0,6.0,10.0,16.0,5531,Julio Alvarez,50429,180,157,35
91979,91980,36659,35544,2013-07-12 00:00:00,65.0,65.0,left,medium,medium,66.0,50.0,56.0,72.0,66.0,64.0,59.0,70.0,68.0,71.0,51.0,50.0,61.0,66.0,74.0,72.0,81.0,61.0,74.0,66.0,59.0,61.0,54.0,64.0,55.0,44.0,54.0,52.0,8.0,13.0,6.0,10.0,15.0,5532,Julio Arca,36659,175,152,32
91990,91991,136187,38822,2016-05-05 00:00:00,71.0,71.0,right,medium,low,50.0,74.0,71.0,71.0,77.0,71.0,70.0,72.0,66.0,76.0,53.0,52.0,56.0,70.0,66.0,85.0,68.0,52.0,90.0,76.0,69.0,35.0,71.0,64.0,74.0,47.0,20.0,37.0,8.0,11.0,10.0,14.0,10.0,5533,Julio Baptista,136187,185,190,35
92020,92021,135294,115171,2014-05-16 00:00:00,71.0,71.0,left,high,medium,69.0,56.0,54.0,71.0,54.0,68.0,71.0,57.0,66.0,72.0,88.0,84.0,82.0,67.0,93.0,72.0,82.0,86.0,44.0,64.0,71.0,72.0,70.0,57.0,68.0,68.0,66.0,76.0,6.0,6.0,6.0,15.0,10.0,5534,Julio Cesar Machado,135294,165,139,32
92038,92039,177831,163843,2014-03-14 00:00:00,70.0,75.0,right,medium,medium,25.0,25.0,25.0,35.0,25.0,25.0,25.0,25.0,23.0,25.0,52.0,47.0,39.0,64.0,40.0,41.0,67.0,32.0,71.0,25.0,54.0,21.0,25.0,25.0,25.0,25.0,25.0,25.0,71.0,67.0,74.0,69.0,73.0,5535,Julio Cesar,177831,193,176,28
92074,92075,178103,45245,2015-01-09 00:00:00,65.0,65.0,right,medium,medium,25.0,25.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,23.0,33.0,32.0,54.0,64.0,36.0,25.0,73.0,39.0,54.0,25.0,32.0,29.0,25.0,25.0,25.0,25.0,25.0,25.0,68.0,63.0,61.0,63.0,66.0,5537,Julio Coelho,178103,177,161,31
92084,92085,200783,245438,2015-07-03 00:00:00,63.0,69.0,right,medium,medium,41.0,44.0,54.0,67.0,43.0,62.0,45.0,63.0,66.0,66.0,65.0,64.0,63.0,61.0,71.0,67.0,75.0,72.0,67.0,60.0,67.0,59.0,56.0,64.0,50.0,55.0,59.0,60.0,9.0,7.0,8.0,10.0,11.0,5538,Julio Regufe Alves,200783,180,157,24
92092,92093,136126,39401,2013-11-15 00:00:00,71.0,71.0,right,medium,medium,25.0,25.0,25.0,32.0,25.0,25.0,25.0,25.0,31.0,22.0,46.0,48.0,50.0,69.0,50.0,36.0,70.0,30.0,64.0,25.0,40.0,20.0,25.0,25.0,28.0,25.0,25.0,25.0,70.0,67.0,64.0,72.0,75.0,5539,Julio Sergio,136126,187,176,35
92106,92107,212574,420720,2016-05-19 00:00:00,60.0,68.0,right,medium,medium,63.0,61.0,45.0,62.0,56.0,67.0,55.0,51.0,53.0,69.0,73.0,69.0,75.0,55.0,75.0,64.0,52.0,52.0,44.0,54.0,35.0,26.0,61.0,62.0,63.0,35.0,42.0,39.0,13.0,7.0,13.0,8.0,8.0,5540,Jung-Bin Park,212574,177,163,22
92119,92120,48722,38863,2010-02-22 00:00:00,72.0,78.0,right,,_0,71.0,72.0,66.0,78.0,,64.0,,73.0,77.0,75.0,61.0,65.0,,67.0,,81.0,,75.0,61.0,86.0,75.0,80.0,80.0,,79.0,68.0,68.0,,6.0,20.0,77.0,20.0,20.0,5541,"Junichi Inamoto,20",48722,180,165,31
92125,92126,226677,614574,2016-03-24 00:00:00,64.0,76.0,right,medium,medium,50.0,58.0,61.0,70.0,61.0,71.0,40.0,34.0,63.0,70.0,71.0,72.0,68.0,67.0,64.0,64.0,67.0,68.0,57.0,45.0,62.0,60.0,50.0,62.0,59.0,52.0,52.0,48.0,6.0,11.0,8.0,14.0,10.0,5542,Juninho Bacuna,226677,185,165,19
92135,92136,112712,30684,2013-10-11 00:00:00,77.0,77.0,right,None,7,82.0,72.0,54.0,84.0,72.0,74.0,86.0,81.0,83.0,83.0,58.0,54.0,65.0,73.0,69.0,79.0,56.0,52.0,57.0,82.0,61.0,55.0,73.0,82.0,80.0,46.0,55.0,49.0,13.0,14.0,6.0,11.0,13.0,5543,"Juninho Pernambucano,20",112712,177,163,38
92154,92155,135435,21894,2011-08-30 00:00:00,65.0,66.0,right,medium,low,62.0,62.0,53.0,60.0,61.0,66.0,63.0,67.0,61.0,65.0,78.0,71.0,74.0,66.0,69.0,63.0,61.0,61.0,63.0,64.0,41.0,24.0,67.0,65.0,60.0,40.0,47.0,40.0,15.0,12.0,15.0,6.0,10.0,5544,Junio Cesar Arcanjo Juninho,135435,177,157,28
92161,92162,157364,38608,2011-08-30 00:00:00,64.0,64.0,right,medium,medium,43.0,65.0,68.0,54.0,53.0,55.0,39.0,33.0,36.0,61.0,81.0,81.0,73.0,62.0,56.0,61.0,72.0,61.0,81.0,47.0,39.0,17.0,64.0,48.0,59.0,11.0,18.0,17.0,14.0,14.0,11.0,15.0,7.0,5545,Junior Agogo,157364,177,161,32
92165,92166,192427,172887,2016-04-28 00:00:00,75.0,76.0,right,high,medium,73.0,43.0,44.0,75.0,51.0,76.0,74.0,79.0,65.0,76.0,87.0,79.0,78.0,77.0,88.0,73.0,69.0,84.0,48.0,67.0,67.0,70.0,72.0,63.0,78.0,77.0,77.0,76.0,16.0,12.0,15.0,14.0,16.0,5546,Junior Caicara,192427,172,154,27
92175,92176,188013,51841,2016-04-28 00:00:00,70.0,70.0,left,medium,medium,71.0,49.0,71.0,67.0,54.0,65.0,70.0,50.0,70.0,66.0,67.0,76.0,68.0,68.0,62.0,59.0,77.0,74.0,67.0,57.0,75.0,70.0,59.0,61.0,57.0,68.0,71.0,72.0,16.0,13.0,9.0,13.0,6.0,5547,Junior Diaz,188013,185,168,33
92211,92212,189462,113465,2016-06-16 00:00:00,72.0,74.0,right,medium,low,64.0,66.0,62.0,67.0,67.0,76.0,62.0,65.0,63.0,74.0,90.0,90.0,83.0,67.0,82.0,73.0,70.0,67.0,63.0,72.0,66.0,40.0,72.0,66.0,68.0,17.0,26.0,25.0,11.0,10.0,9.0,11.0,9.0,5548,Junior Hoilett,189462,172,154,26
92236,92237,199653,231006,2015-05-08 00:00:00,67.0,68.0,left,medium,medium,43.0,64.0,62.0,60.0,64.0,68.0,51.0,48.0,48.0,66.0,71.0,81.0,63.0,63.0,41.0,73.0,73.0,64.0,88.0,65.0,41.0,25.0,62.0,54.0,57.0,25.0,25.0,21.0,14.0,15.0,13.0,13.0,8.0,5549,Junior Kabananga,199653,187,201,26
92249,92250,194912,179047,2010-08-30 00:00:00,63.0,67.0,right,None,o,59.0,29.0,37.0,65.0,28.0,60.0,49.0,33.0,66.0,63.0,65.0,67.0,68.0,66.0,60.0,29.0,57.0,68.0,62.0,27.0,65.0,62.0,31.0,64.0,49.0,65.0,66.0,63.0,13.0,5.0,14.0,15.0,7.0,5550,Junior Livramento,194912,180,159,23
92253,92254,209948,268213,2013-05-03 00:00:00,63.0,67.0,right,low,medium,28.0,20.0,68.0,39.0,32.0,33.0,28.0,28.0,28.0,45.0,41.0,45.0,40.0,58.0,48.0,46.0,61.0,52.0,75.0,25.0,64.0,66.0,26.0,28.0,43.0,68.0,66.0,61.0,13.0,13.0,10.0,9.0,12.0,5551,Junior Lopes,209948,190,176,26
92257,92258,210248,354495,2014-09-18 00:00:00,73.0,85.0,right,medium,medium,51.0,39.0,68.0,73.0,56.0,66.0,27.0,28.0,68.0,72.0,74.0,71.0,64.0,72.0,80.0,81.0,77.0,77.0,91.0,66.0,84.0,73.0,57.0,61.0,34.0,65.0,75.0,67.0,14.0,6.0,14.0,8.0,8.0,5552,Junior Malanda-Adje,210248,180,172,20
